"","Original.address","Latitutde","Longitude"
"512","1508 E. 52nd St.",41.8013564,-87.5886708
"513","1515 E. 57th St.",41.7914308,-87.5882655
"514","1518 E. Harper Court",41.800316,-87.588227
"515","1519 E. 54th St.",41.7978945,-87.5882869
"516","1520 E. 57th St.",41.7916443,-87.5881545
"517","1520 E. 57th St. ",41.7916443,-87.5881545
"518","1520 E. Midway Pl.",41.7864747,-87.5989062
"519","1525 E. 53rd St.",41.7993598,-87.5881897
"520","1525 E. 55th St. ",41.794974,-87.5879658
"521","1525 E. 60th St.",41.7861118,-87.5883985
"522","1526 E. 55th St.",41.7961907,-87.5885461
"523","1530 E. 53rd St.",41.7997026,-87.5876869
"524","1531 E. 53rd St.",41.7994464,-87.5878908
"525","1531 E. 53rd St. ",41.7994464,-87.5878908
"526","1534 E. Midway Pl.",41.7864747,-87.5989062
"527","1539 E. 53rd St. ",41.7991982,-87.5875427
"528","1540 E. Hyde Park",41.8024745,-87.5874898
"529","1548 E. 53rd St. ",41.7995452,-87.5873447
"530","1550 E. 53rd St.",41.7995452,-87.5873447
"531","1551 E. 60th St. ",41.7859089,-87.5880229
"532","1555 E. 55th St. ",41.7949737,-87.5878155
"533","1555 E. 60th St.",41.785909,-87.5880034
"534","1558 E. Hyde Park",41.802689,-87.5871505
"535","1601 E. 55th St. ",41.79505,-87.586587
"536","1602 E. 55th St. ",41.7953226,-87.586419
"537","1606 E. 55th St.",41.7953556,-87.5862002
"538","1610 E. 55th St. ",41.7953561,-87.5861219
"539","1616 E. 50th Pl.",41.8036234,-87.5856516
"540","1635 E. 55th St. ",41.7950533,-87.5851167
"541","1636 E. 55th St. ",41.7953715,-87.5852493
"542","1642 E. 56th St.",41.793823,-87.5848797
"543","1642 E. 56th St. ",41.793823,-87.5848797
"544","1649 E. 56th St.",41.793405,-87.5839682
"545","1729 E. 55th St. ",41.7950988,-87.5826369
"546","1749 E. 55th St.",41.7950955,-87.5819584
"547","301 E. Garfield Blvd. ",41.7941444,-87.618985
"548","322. E. Illinois ",NA,NA
"549","3722 S. Lake Park ",NA,NA
"550","3900 S. Lake Park",NA,NA
"551","4200 S. Ellis",41.8178459,-87.6021863
"552","4200 S. Ellis ",41.8178459,-87.6021863
"553","4200 S. Lake Park ",41.8178738,-87.5997943
"554","4300 S. Cottage Grove",41.8166889,-87.606979
"555","4300 S. Drexel ",41.816469,-87.604848
"556","4337 S. Berkeley ",41.81574,-87.600261
"557","4353 S. Cottage Grove",41.8153329,-87.6061174
"558","4410 S. Drexel ",41.8146346,-87.6045919
"559","4424 S. Drexel ",41.814083,-87.6058791
"560","4444 S. Evans ",41.8140223,-87.6086873
"561","44th & Cottage Grove",41.8149845,-87.606683
"562","4500 S. Drexel",41.813007,-87.605028
"563","4500 S. Ellis",41.813101,-87.6022
"564","4505 S. Drexel ",41.813,-87.6034016
"565","4559 S. Oakenwald",41.8124339,-87.5939294
"566","4600 S. Ellis ",41.811168,-87.602302
"567","4600 S. Greenwood",41.8114017,-87.5993045
"568","4602 S. Woodlawn",41.8112619,-87.5971034
"569","4612 S. Drexel",41.8109007,-87.6048649
"570","4612 S. Woodlawn ",41.8109472,-87.5970934
"571","4623 S. Woodlawn",41.8108799,-87.5966304
"572","4625 S. Drexel",41.8106981,-87.6035008
"573","4700 S. Greenwood ",41.8093348,-87.5994129
"574","4700 S. Ingleside",41.8091016,-87.6030636
"575","4701 S. Ellis ",41.8093164,-87.6014129
"576","4721 S. Ellis ",41.808831,-87.601023
"577","4726 S. Woodlawn",41.8085078,-87.5974795
"578","4750 S. Cornell ",41.806543,-87.5877942
"579","4759 S. Woodlawn ",41.807968,-87.5964991
"580","47th & Evans",41.8095052,-87.6077974
"581","47th & Woodlawn",41.8096279,-87.5968462
"582","4800 S. Cottage Grove",41.807483,-87.606905
"583","4800 S. Dorchester",41.807684,-87.592311
"584","4825 S. Drexel",41.806984,-87.6034402
"585","4832 S. Drexel ",41.806403,-87.605067
"586","4835 S. Kimbark",41.8068049,-87.5947415
"587","4837 S. Kenwood",41.806731,-87.5930939
"588","4844 S. Cornell  ",41.8060057,-87.5870714
"589","4859 S. Cottage Grove",41.80625,-87.605834
"590","48th & Woodlawn or 48th & Ellis",41.8077827,-87.59923515
"591","4900 S. Blackstone",41.8058509,-87.591099
"592","4900 S. Drexel",41.8058337,-87.6043959
"593","4900 S. Drexel ",41.8058337,-87.6043959
"594","4900 S. Ellis",41.8057901,-87.6019564
"595","4900 S. Kenwood",41.8058081,-87.5973056
"596","4900 S. Kimbark",41.8058503,-87.5956079
"597","4900 S. Lake Shore Dr.",41.805977,-87.5856334
"598","4901 S. Blackstone",41.806034,-87.5905786
"599","4901 S. Cottage Grove",41.8058685,-87.6064879
"600","4901 S. Greenwood ",41.805837,-87.5986947
"601","4906 S. Dorchester ",41.8050727,-87.5928702
"602","4915 S. Woodlawn ",41.8055574,-87.5964568
"603","4921 S. Ellis ",41.805112,-87.6011639
"604","4922 S. Cornell ",41.8063365,-87.5880362
"605","4937 S. East End",41.8052498,-87.585276
"606","49th & Blackstone",41.8060521,-87.590579
"607","5000 S. Cornell",41.804342,-87.586759
"608","5000 S. Cornell ",41.804342,-87.586759
"609","5000 S. Dorchester",41.803925,-87.592257
"610","5000 S. Dorchester ",41.803925,-87.592257
"611","5000 S. Drexel",41.8041012,-87.6042494
"612","5030 S. Cornell ",41.8032729,-87.5867421
"613","5030 S. Drexel ",41.803172,-87.604753
"614","5036 S. Drexel",41.802959,-87.604701
"615","5036 S. Ellis ",41.8030032,-87.6019479
"616","5037 S. Drexel",41.8030029,-87.603419
"617","5037 S. Drexel ",41.8030029,-87.603419
"618","5041 S. Blackstone ",41.8027194,-87.5900905
"619","5043 S. Drexel ",41.802811,-87.603212
"620","5048 S. Blackstone ",41.8027454,-87.5907382
"621","5048 S. Cornell",41.8027818,-87.5867688
"622","5050 S. Lake Shore Dr. ",41.803257,-87.5848411
"623","5051 S. East End",41.8033021,-87.5854363
"624","5052 S. Blackstone",41.8027454,-87.5907382
"625","5055 S. Lake Shore Dr.",41.8032804,-87.5836988
"626","50th & Drexel",41.8040967,-87.6038064
"627","50th & Lake Shore Dr.",41.8043609,-87.5837568
"628","5100 S. Blackstone",41.8024077,-87.5905052
"629","5100 S. Cornell",41.8021708,-87.5867323
"630","5100 S. Dorchester",41.8020508,-87.592135
"631","5100 S. Dorchester ",41.8020508,-87.592135
"632","5100 S. Hyde Park",41.8022475,-87.5853438
"633","5100 S. Lake Park",41.802463,-87.587926
"634","5100 S. Lake Park ",41.802463,-87.587926
"635","5100 S. Lake Shore Dr.",41.8032804,-87.5836988
"636","5100 S. Shore Dr. ",41.7946307,-87.580926
"637","5100 S. University",41.8023241,-87.5982623
"638","5100 S. Woodlawn",41.8020039,-87.5971239
"639","5101 S. Greenwood",41.8023062,-87.5998123
"640","5103 S. Woodlawn",41.8022545,-87.5964105
"641","5111 S. University ",41.801914,-87.5976722
"642","5112 S. Woodlawn",41.8018561,-87.5969374
"643","5115 S. Ellis",41.801798,-87.6009119
"644","5116 S. Blackstone ",41.80183,-87.590867
"645","5118 S. Blackstone",41.8018483,-87.5908037
"646","5118 S. Lake Park ",41.8019189,-87.5880092
"647","5120 S. Cornell ",41.8017565,-87.58667
"648","5121 S. Ingleside ",41.801573,-87.60242
"649","5125 S. Kenwood ",41.8015231,-87.5931804
"650","5128 S. Blackstone ",41.8014041,-87.5908544
"651","5130 S. Hyde Park",41.8015073,-87.5851124
"652","5135 S. Blackstone ",41.801339,-87.590068
"653","5135 S. Woodlawn",41.8012853,-87.5963796
"654","5140 S. Hyde Park",41.8013619,-87.5851885
"655","5141 S. Ellis ",41.801076,-87.600877
"656","5152 S. Drexel ",41.800804,-87.6041486
"657","5155 S. Cottage Grove",41.8006715,-87.6060635
"658","51st & Cornell",41.8021389,-87.5866612
"659","51st & University",41.7886079,-87.5987133
"660","51st. & Blackstone",41.800751,-87.590997
"661","5200 S Cornell",41.8008865,-87.5863189
"662","5200 S. Blackstone",41.8008025,-87.5909195
"663","5200 S. Cottage Grove",41.7990617,-87.6070665
"664","5200 S. Cottage Grove ",41.7990617,-87.6070665
"665","5200 S. Drexel",41.8002766,-87.6042345
"666","5200 S. Greenwood",41.8007492,-87.5999968
"667","5200 S. Harper ",41.8008312,-87.5895109
"668","5200 S. Hyde Park ",41.8008548,-87.5850727
"669","5200 S. Ingleside",41.80061,-87.603187
"670","5200 S. Kenwood",41.8007483,-87.5969348
"671","5200 S. Kenwood ",41.8007483,-87.5969348
"672","5200 S. Lake Park ",41.8008584,-87.5880251
"673","5200 S. Woodlawn",41.8007483,-87.5969348
"674","5200 S. Woodlawn ",41.8007483,-87.5969348
"675","5201 S. Hyde Park",41.801001,-87.584583
"676","5201 S. Ingleside",41.800612,-87.602509
"677","5201 S. Ingleside ",41.800612,-87.602509
"678","5201 S. University ",41.800719,-87.597761
"679","5208 S. Ingleside ",41.80061,-87.603187
"680","5211 S. Blackstone ",41.8006025,-87.5901766
"681","5211 S. Woodlawn",41.8005198,-87.5963651
"682","5213 S. Woodlawn ",41.8004542,-87.5963634
"683","5215 S. Woodlawn ",41.8003899,-87.5962638
"684","5218 S. Harper ",41.8007233,-87.5894083
"685","5219 S. Harper ",41.8007406,-87.588736
"686","5220 S. Drexel ",41.7997077,-87.6045204
"687","5221 S. Harper ",41.800219,-87.588073
"688","5222 S. Harper ",41.8002198,-87.5892529
"689","5223 S. Lake Park",41.800531,-87.58799
"690","5225 S. Harper",41.8001559,-87.5887777
"691","5226 S. Harper",41.8000515,-87.5893565
"692","5226 S. Ingleside ",41.799928,-87.603173
"693","5228 S. Lake Park",41.8001047,-87.5875622
"694","5230 S. Harper ",41.8000387,-87.5892313
"695","5230 S. Lake Park",41.8000134,-87.5875247
"696","5235 S. Harper Court ",41.7999355,-87.5880225
"697","5235 S. Lake Park ",41.8003297,-87.5874502
"698","5239 S. Hyde Park",41.8004822,-87.5843696
"699","5241 S. Harper",41.7998596,-87.5889076
"700","5245 S. Drexel",41.799552,-87.6036931
"701","5250 S. Harper Ct.",41.8000142,-87.589092
"702","5250 S. Lake Park",41.8000345,-87.5874045
"703","5254 S. Dorchester ",41.7997878,-87.5920088
"704","52nd & Lake Park",41.8010125,-87.5874191
"705","52nd at Lake Park",41.8010125,-87.5874191
"706","5300 S. Blackstone ",41.7991979,-87.590829
"707","5300 S. Dorchester",41.79931,-87.5919614
"708","5300 S. Drexel ",41.7984208,-87.6042503
"709","5300 S. Ellis",41.7993748,-87.601313
"710","5300 S. Greenwood",41.799161,-87.600174
"711","5300 S. Hyde Park",41.7994184,-87.5844536
"712","5300 S. Kenwood ",41.7992032,-87.5970741
"713","5300 S. Kimbark",41.7992755,-87.5953309
"714","5300 S. Woodlawn ",41.7992032,-87.5970741
"715","5301 S. Cottage Grove",41.798079,-87.605793
"716","5301 S. Dorchester",41.799475,-87.5917806
"717","5301 S. University ",41.7992755,-87.5977494
"718","5302 S. Lake Park",41.7994327,-87.588173
"719","5303 S. Kimbark ",41.7992518,-87.5948937
"720","5305 S. Drexel ",41.799117,-87.603554
"721","5306 S. Ingleside ",41.7990839,-87.6030436
"722","5307 S. Kimbark ",41.7980415,-87.5949925
"723","5307 S. University ",41.799145,-87.597726
"724","5308 S. Hyde Park",41.7991131,-87.5841573
"725","5308 S. Maryland ",41.798424,-87.605459
"726","5310 S. Harper ",41.7993197,-87.5892439
"727","5311 S. Blackstone",41.7991176,-87.5901862
"728","5311 S. Lake Park",41.7991323,-87.5876236
"729","5317 S. Maryland",41.7979971,-87.6048177
"730","5327 S. Cornell",41.7985718,-87.5853738
"731","5327 S. Dorchester ",41.798577,-87.591354
"732","5330 S. Harper",41.7986158,-87.5893951
"733","5334 S. Woodlawn",41.798451,-87.5969225
"734","5340 S. Cornell",41.7983024,-87.585907
"735","5343 S. Ellis",41.7981532,-87.6009078
"736","5343 S. Greenwood",41.7982563,-87.5993045
"737","5345 S. Harper",41.7982542,-87.5888163
"738","5345 S. Kimbark",41.7981854,-87.5948559
"739","5346 S. Cornell ",41.798099,-87.585904
"740","5348 S. Maryland ",41.7970562,-87.6053081
"741","53rd & Ingleside",41.7993768,-87.6028362
"742","53rd & Kenwood",41.799484,-87.5925496
"743","53rd at Lake Park",41.7995452,-87.5873447
"744","53rd near Dorchester",41.7994889,-87.5917812
"745","53rd St.",41.7993723,-87.6039168
"746","5400 S. Blackstone ",41.797929,-87.590714
"747","5400 S. Drexel",41.7966863,-87.6041205
"748","5400 S. Ellis ",41.7977632,-87.601569
"749","5400 S. Greenwood ",41.7979407,-87.5997083
"750","5400 S. Harper",41.7979351,-87.5893372
"751","5400 S. Hyde Park",41.7976124,-87.5844699
"752","5400 S. Hyde Park ",41.7976124,-87.5844699
"753","5400 S. Kenwood ",41.797814,-87.596811
"754","5400 S. Kimbark ",41.797875,-87.5952896
"755","5400 S. Maryland",41.7966304,-87.6053601
"756","5400 S. Maryland ",41.7966304,-87.6053601
"757","5400 S. Ridgewood Ct. ",41.7979984,-87.5926042
"758","5401 S. Cornell",41.7979437,-87.5851113
"759","5401 S. Cottage Grove",41.7966012,-87.6058562
"760","5401 S. Shore Dr. ",41.7966427,-87.5808992
"761","5402 S. Drexel ",41.796669,-87.604239
"762","5402 S. Ellis ",41.797724,-87.6015433
"763","5405 S. Drexel",41.7977012,-87.60353
"764","5405 S. Kimbark ",41.7978795,-87.594993
"765","5405 S. Woodlawn ",41.79771,-87.596209
"766","5410 S. University ",41.7975363,-87.5984188
"767","5411 S. Woodlawn",41.7975371,-87.5963678
"768","5413 S. Kimbark ",41.7977044,-87.5949884
"769","5414 S. Greenwood ",41.797457,-87.60024
"770","5414 S. Ridgewood ",41.7975071,-87.5932843
"771","5414 S. Ridgewood Ct. ",41.7975071,-87.5932843
"772","5415 S. Harper ",41.7976132,-87.588797
"773","5415 S. University ",41.7974845,-87.5977574
"774","5416 S. Cornell",41.7977681,-87.585999
"775","5416 S. Cornell ",41.7977681,-87.585999
"776","5416 S. Ellis",41.795261,-87.6022969
"777","5417 S. Blackstone",41.7973696,-87.5901476
"778","5417 S. University ",41.7974658,-87.5977571
"779","5418 S. Cornell",41.7976432,-87.5859867
"780","5418 S. Ridgewood Court ",41.7974227,-87.5927034
"781","5422 S. Ellis",41.7971792,-87.6014919
"782","5422 S. Ingleside",41.7972158,-87.6031355
"783","5422 S. Lake Park ",41.7977244,-87.5876199
"784","5423 S. Kenwood ",41.7973141,-87.5933265
"785","5424 S. Kimbark ",41.7972533,-87.5950974
"786","5425 S. Harper",41.7972002,-87.5888109
"787","5427 S. Greenwood ",41.797074,-87.5992348
"788","5428 S. Kimbark ",41.7970169,-87.5953959
"789","5428 S. Woodlawn ",41.7971472,-87.5970643
"790","5430 S. Lake Shore Dr.",41.7960582,-87.5791018
"791","5432 S. Ellis",41.796859,-87.601676
"792","5433 S. University",41.7969852,-87.5977858
"793","5433 S. University ",41.7969852,-87.5977858
"794","5435 S. Shore Dr. ",41.7966427,-87.5808992
"795","5435 S. Woodlawn ",41.7969568,-87.5963523
"796","5442 S. Harper",41.7967901,-87.5893565
"797","5444 S. Ellis",41.796859,-87.601676
"798","5445 S. Dorchester",41.796699,-87.5914983
"799","5445 S. Drexel ",41.7965439,-87.6035284
"800","5445 S. Harper ",41.7967391,-87.5887973
"801","5446 S. Greenwood ",41.7965957,-87.6001013
"802","5447 S. Ellis ",41.796614,-87.6009009
"803","5452 S. Ellis ",41.7963095,-87.6014602
"804","5457 S. Ingleside ",41.796117,-87.602314
"805","5457 S. Kenwood ",41.7963957,-87.5932444
"806","5459 S. Ingleside ",41.796117,-87.602314
"807","5460 S. Ellis ",41.796165,-87.6014572
"808","5461 S. Cornell ",41.796232,-87.5849569
"809","5471 S. Dorchester",41.796165,-87.59102
"810","5473 S. Dorchester",41.7960748,-87.5914207
"811","5473 S. Kimbark ",41.7963906,-87.5949543
"812","5474 S. Hyde Park",41.795917,-87.584388
"813","5480 S. Cornell",41.7957887,-87.5860376
"814","5480 S. Cornell ",41.7957887,-87.5860376
"815","5480 S. Kenwood ",41.7957172,-87.5937557
"816","5481 S. Cornell ",41.7958395,-87.5851235
"817","5482 S. Greenwood",41.7956081,-87.6000492
"818","5485 S. Cornell",41.795667,-87.584988
"819","5487 S. Ellis ",41.7954876,-87.6009035
"820","5487 S. Hyde Park",41.7955722,-87.5838272
"821","5487 S. Hyde Park ",41.7955722,-87.5838272
"822","5493 S. Cornell",41.7954288,-87.5851317
"823","54th & Hyde Park ",41.7981177,-87.5840164
"824","54th & Kenwood ",41.7980102,-87.5934482
"825","54th & Ridgewood",41.7980215,-87.5926051
"826","54th & Woodlawn",41.7965229,-87.5965659
"827","54th & Woodlawn and 5530 S. Ellis",41.797405,-87.5969166
"828","54th at Woodlawn",41.7965229,-87.5965659
"829","54th near Woodlawn",41.7965229,-87.5965659
"830","54th Pl. and S. Harper",41.7965739,-87.5890279
"831","54th Pl. at Harper",41.7965739,-87.5890279
"832","54th Pl. near Woodlawn",41.7965229,-87.5965659
"833","54th St. at East View Park",41.7981429,-87.5827101
"834","5500 S. Dorchester",41.7944548,-87.5916626
"835","5500 S. Drexel",41.7953593,-87.6038059
"836","5500 S. Drexel ",41.7953593,-87.6038059
"837","5500 S. Everett",41.795057,-87.58297
"838","5500 S. Greenwood",41.7949029,-87.5997687
"839","5500 S. Harper",41.795006,-87.588671
"840","5500 S. Hyde Park",41.7952081,-87.5839381
"841","5500 S. Hyde Park ",41.7952081,-87.5839381
"842","5500 S. Kenwood",41.7944428,-87.5932831
"843","5500 S. Kimbark",41.7950299,-87.5949198
"844","5500 S. Kimbark ",41.7950299,-87.5949198
"845","5500 S. Lake Park ",41.7950649,-87.5878062
"846","5500 S. Payne Dr.",41.7946005,-87.5807401
"847","5500 S. Shore Dr.",41.7946309,-87.5809282
"848","5500 S. South Shore Dr.",41.7733656,-87.5672116
"849","5500 S. University",41.7948242,-87.5975921
"850","5500 S. Woodlawn ",41.7948792,-87.5969548
"851","5501 S. Ellis ",41.7945676,-87.600603
"852","5501 S. University ",41.7950436,-87.5980971
"853","5503 S. Everett ",41.7950171,-87.5824091
"854","5503 S. Woodlawn ",41.794857,-87.5963232
"855","5509 S. Hyde Park",41.7948582,-87.5838158
"856","5510 S. Hyde Park ",41.794993,-87.584369
"857","5512-14 S. Hyde Park ",41.7947454,-87.5843569
"858","5514 S. Blackstone",41.7946132,-87.5910931
"859","5519 S. Everett ",41.7945552,-87.5818779
"860","5521 S. Cornell ",41.794483,-87.58496
"861","5528 S. Ellis",41.7945085,-87.601376
"862","5530 S. Cornell ",41.7943179,-87.586116
"863","5530 S. Cottage Grove",41.7943995,-87.6062255
"864","5531 S. Everett",41.7942429,-87.582397
"865","5533 S. Ellis",41.793902,-87.601633
"866","5535 S. Ellis",41.7939859,-87.6008615
"867","5537 S. Lake Park",41.7941546,-87.5875923
"868","5540 S. Greenwood ",41.7939911,-87.6001791
"869","5545 S. Greenwood ",41.7940174,-87.5997982
"870","5545 S. Woodlawn",41.7937694,-87.5962446
"871","5548 S. Hyde Park ",41.7938062,-87.5842263
"872","5550 S. Dorchester",41.7935089,-87.592135
"873","5550 S. Shore Dr.",41.7937113,-87.5811683
"874","5551 S. Woodlawn ",41.794845,-87.596823
"875","5553 S. Blackstone ",41.793625,-87.58994
"876","5553 S. Kenwood",41.7936233,-87.5929647
"877","5554 S. Ellis ",41.7939849,-87.6016343
"878","5555 S.. Woodlawn",41.7935134,-87.5960709
"879","5558 S. Kimbark",41.7934747,-87.5951185
"880","55th & Cottage Grove",41.7949543,-87.6062357
"881","55th & Dorchester",41.7955065,-87.5916808
"882","55th & Kimbark",41.7951219,-87.5949214
"883","55th & Lake Shore Dr.",41.7951327,-87.5875943
"884","55th & South Shore",41.7949078,-87.5799651
"885","55th at Cornell",41.7951866,-87.5854166
"886","55th at Everett",41.7952242,-87.582533
"887","55th near Woodlawn ",41.7950601,-87.596557
"888","55th St. at Woodlawn ",41.7950601,-87.596557
"889","5600 S, Blackstone",41.7931,-87.590679
"890","5600 S. Dorchester",41.793195,-87.5919807
"891","5600 S. Drexel ",41.7930205,-87.603966
"892","5600 S. Greenwood ",41.7940149,-87.5997979
"893","5600 S. Harper ",41.7933332,-87.5890054
"894","5600 S. Kimbark ",41.7929452,-87.5950711
"895","5600 S. Lake Park",41.7933635,-87.5879815
"896","5600 S. Stony Island",41.793392,-87.586911
"897","5600 S. University ",41.7932285,-87.5981301
"898","5600 South Shore Dr. ",41.7942285,-87.5810037
"899","5603 S. Dorchester ",41.7931389,-87.591245
"900","5607 S. Drexel ",41.791427,-87.6037325
"901","5608 S. Stony Island ",41.792869,-87.5868373
"902","5609 S. Kenwood ",41.792974,-87.592874
"903","5609 S. Stony Island ",41.7933636,-87.5866291
"904","5610 S. Ellis ",41.7928673,-87.6015536
"905","5611 S. Everett",41.7934475,-87.5825023
"906","5615 S. Maryland ",41.79272,-87.604581
"907","5620 S. Cottage Grove ",41.7927205,-87.6061903
"908","5620 S. Drexel ",41.784922,-87.60392
"909","5620 S. Ellis ",41.7928322,-87.6025143
"910","5625 S. Lake Park",41.7925605,-87.5882377
"911","5627 S. Dorchester ",41.792471,-87.591249
"912","5628 S. Drexel",41.784511,-87.604023
"913","5630 S. Ellis",41.7925498,-87.6020427
"914","5630 S. Lake Park ",41.7925659,-87.5880687
"915","5631 S. Kimbark ",41.7918883,-87.5944889
"916","5631 S. Maryland ",41.7922585,-87.6046427
"917","5632 S. Lake Shore Dr. ",41.7924203,-87.5803542
"918","5633 S. Kenwood ",41.7923501,-87.5961481
"919","5635 S. Kimbark ",41.7914967,-87.5948456
"920","5640 S. Ellis",41.7920395,-87.6017426
"921","5641 S. Kimbark ",41.7914912,-87.5948455
"922","5641 S. Woodlawn",41.7920395,-87.5961481
"923","5645 S. Cottage Grove ",41.7919579,-87.6057837
"924","5645 S. Harper ",41.7919805,-87.5886812
"925","5645 S. Maryland ",41.7919232,-87.6046822
"926","5649 S. Blackstone",41.791942,-87.58986
"927","5650 S. Woodlawn ",41.7917282,-87.5965782
"928","5655 S. Cottage Grove",41.791698,-87.6061655
"929","5656 S. Maryland  ",41.791573,-87.605226
"930","5657 S. Cottage Grove ",41.791698,-87.6061655
"931","5658 S. Blackstone ",41.7917289,-87.590654
"932","56th & Cornell",41.7936328,-87.5832999
"933","56th & Drexel",41.7931665,-87.6037882
"934","56th & Lake Park ",41.7933449,-87.5878748
"935","56th at Kenwood ",41.7932886,-87.5932648
"936","56th St. at Everett",41.7934399,-87.5820678
"937","5700 S. Cornell",41.7930085,-87.585454
"938","5700 S. Cottage Grove",41.791296,-87.6061633
"939","5700 S. Dorchester ",41.791285,-87.591969
"940","5700 S. Everett",41.7934475,-87.5825023
"941","5700 S. Harper",41.7913981,-87.5891819
"942","5700 S. Kenwood",41.791323,-87.593498
"943","5700 S. Kimbark",41.7913154,-87.5951548
"944","5700 S. Lake Shore Dr. ",41.7920438,-87.5829263
"945","5700 S. Maryland",41.7910678,-87.6049507
"946","5701 S. Ellis ",41.7913737,-87.6013018
"947","5701 S. University",41.7914059,-87.5980738
"948","5701 S. University ",41.7914059,-87.5980738
"949","5704 S. Harper",41.791322,-87.5892109
"950","5705 S. Cottage Grove ",41.7912307,-87.6061621
"951","5706 S. University",41.7912712,-87.5981928
"952","5706 S. University Reynolds Club)",41.7909142,-87.5982633
"953","5707 S. Harper",41.7914185,-87.5888993
"954","5710 S. Blackstone",41.7910759,-87.590616
"955","5710 S. Woodlawn",41.7910278,-87.5967492
"956","5720 S. University",41.7906352,-87.5980565
"957","5720 S. Woodlawn",41.7907378,-87.5968835
"958","5720 S. Woodlawn ",41.7907378,-87.5968835
"959","5721 S. Cottage Grove",41.7909698,-87.6061574
"960","5721 S. Cottage Grove ",41.7909698,-87.6061574
"961","5722 S. Maryland",41.7905841,-87.6053771
"962","5725 S. Drexel ",41.7909061,-87.6037115
"963","5727 S, Kimbark",41.7906283,-87.5945853
"964","5728 S. Woodlawn",41.7905929,-87.5968125
"965","5729 S. Maryland ",41.790482,-87.60455
"966","5730 E. Drexel ",41.7903948,-87.6038772
"967","5730 S. Cottage Grove",41.790462,-87.605493
"968","5731 S. Cottage Grove ",41.790783,-87.6061524
"969","5731 S. Drexel ",41.7907975,-87.6037076
"970","5732 S. University",41.7903482,-87.5982817
"971","5734 S Ellis ",41.7902933,-87.6016511
"972","5737 S. Kimbark ",41.7903763,-87.5946046
"973","5745 S. Cottage Grove",41.790551,-87.606146
"974","5745 S. Drexel ",41.790544,-87.6036984
"975","5747 S. Drexel",41.7905078,-87.6036971
"976","5747 S. Ellis",41.7901516,-87.6010282
"977","5747 S. University",41.7901006,-87.5977117
"978","5756 S. Ellis ",41.790423,-87.6019381
"979","5757 S. Cottage Grove",41.7903248,-87.6061398
"980","5757 S. Woodlawn ",41.7898022,-87.5959359
"981","5758 S. Maryland",41.7901233,-87.6055479
"982","5759 S. Drexel",41.7902906,-87.6036892
"983","5759 S. Kenwood ",41.789913,-87.592803
"984","57th & Cottage Grove",41.7913123,-87.6061636
"985","57th & Shore Dr.",41.7910361,-87.5789012
"986","57th & Stony Island",41.7915318,-87.5867167
"987","57th at Kenwood",41.7914617,-87.5932217
"988","5800 S. Dorchester ",41.7896565,-87.5915533
"989","5800 S. Ellis",41.7894883,-87.6012575
"990","5800 S. Harper",41.7896231,-87.5892215
"991","5800 S. Kenwood",41.7896403,-87.5931762
"992","5800 S. University",41.7894705,-87.598024
"993","5800 S. University  ",41.7894705,-87.598024
"994","5801 S. Cottage Grove",41.7894889,-87.6061123
"995","5801 S. Cottage Grove ",41.7894889,-87.6061123
"996","5801 S. Kenwood ",41.789522,-87.5928128
"997","5801 S. University ",41.791028,-87.597605
"998","5808 S. Russell Dr. ",NA,NA
"999","5810 S. Ellis ",41.7893027,-87.6012499
"1000","5811 S, Ellis ",41.7889661,-87.6009319
"1001","5811 S. Kenwood ",41.7894852,-87.592811
"1002","5812 S. Ellis",41.7891768,-87.6019508
"1003","5812 S. Kenwood",41.7896228,-87.5931759
"1004","5813 S. Blackstone ",41.789257,-87.589797
"1005","5815 S. Cottage Grove",41.7892669,-87.6057629
"1006","5815 S. Ellis ",41.7889119,-87.6009446
"1007","5815 S. Greenwood ",41.7932161,-87.5998069
"1008","5816 S. Kenwood ",41.7896169,-87.5931758
"1009","5816 S. Maryland ",41.7888793,-87.6049986
"1010","5821 S. Drexel ",41.7895463,-87.6036965
"1011","5824 S. Ellis ",41.7889824,-87.6012414
"1012","5825 S. Dorchester ",41.7888297,-87.5912526
"1013","5825 S. Kimbark ",41.7885286,-87.5947744
"1014","5827 S. University ",41.7889606,-87.5979197
"1015","5828 S. University",41.7889561,-87.5982904
"1016","5830 S. Ellis",41.7889746,-87.6012414
"1017","5835 S. Cottage Grove ",41.7889409,-87.6060335
"1018","5835 S. Kimbark",41.7886075,-87.5937902
"1019","5836 S. Greenwood",41.7932161,-87.5998069
"1020","5839 S. Maryland",41.7885151,-87.6040574
"1021","5841 S. Maryland",41.7883128,-87.6045656
"1022","5850 S. Dorchester ",41.7895485,-87.5915515
"1023","5850 S. Kenwood",41.7885418,-87.5970458
"1024","5850 S. Maryland ",41.7883413,-87.6049605
"1025","5855 S. Cottage Grove",41.7886807,-87.6057506
"1026","5855 S. University",41.7880764,-87.5977361
"1027","5858 S. Dorchester ",41.7895312,-87.5915512
"1028","58th & Cottage Grove ",41.7895033,-87.6061134
"1029","58th & Drexel",41.7895289,-87.603697
"1030","58th & Ellis",41.7895621,-87.601259
"1031","58th near Dorchester",41.7896587,-87.5915533
"1032","5900 S. Blackstone ",41.7879447,-87.5901755
"1033","5900 S. Ellis ",41.7872877,-87.6012187
